"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Trim2",100.005732318045,-0.245103338439326,0.121175589645496,-2.02271215808717,0.0431028326618449,0.0943407095428894
"Vangl1",1.95731249853564,1.97429596914932,0.976253749303546,2.02231845005233,0.0431434637786157,0.094412238265972
"Enoph1",9.23297392885484,-0.896579462066596,0.443358382183901,-2.0222454296459,0.0431510031248215,0.0944150693642968
"Gm37531",0.69412504457291,-3.00271774070107,1.48499222933978,-2.02204272950039,0.0431719377204707,0.0944472044168387
"Ube2h",26.9373151713492,-0.454990486304773,0.225024763516747,-2.02195740235012,0.0431807527592085,0.0944528200638048
"1700029J07Rik",1.38520355565328,-2.60347366874597,1.28796300044769,-2.02138855529314,0.0432395584997071,0.0945677670486216
"Sema4b",15.7299012590274,-0.624142064814316,0.308788409523627,-2.0212613089241,0.0432527221139916,0.0945828728767845
"Stx4a",2.22792121221212,2.02017202792424,0.999999682226908,2.02017266988076,0.043365480103356,0.0948157307958392
"Ube2f",10.373170795986,0.686019582185612,0.339666311078275,2.01968685092093,0.0434158798729251,0.094912198993349
"Ecm2",0.861209303385056,2.98180597777289,1.47670186712835,2.01923356646892,0.0434629490684518,0.0950013593215421
"Trmt44",1.78185569178562,-1.66507932876505,0.824864369887007,-2.01860983399385,0.043527788104619,0.0951293295905053
"Tnip2",2.04891061173884,-1.55725578066393,0.771720519826955,-2.01790122285866,0.0436015496794158,0.0952767601190704
"Txlng",5.84261470700402,1.01024301467385,0.500740493272567,2.01749814174494,0.0436435547559405,0.0953409851510914
"Txndc17",2.45235872726999,1.4465383138409,0.716990427683789,2.01751412290662,0.0436418887088909,0.0953409851510914
"Mmp2",3.64788048893966,-1.55370251139917,0.77014373710855,-2.01741887460182,0.0436518192039155,0.0953452609313092
"Hgs",62.5020489717599,0.321935469741047,0.159598924769381,2.01715312434742,0.0436795361563998,0.09539201792492
"Gpr156",3.80542785873781,2.19693576997451,1.08930425018389,2.01682474809368,0.0437138053410181,0.0954530688054558
"Efnb3",6.83715087257709,0.984891162771391,0.488354430986429,2.01675484090931,0.0437211037511562,0.0954552174185771
"Id2",8.44238366894326,1.05449033276199,0.5230318048402,2.01611130146122,0.0437883385438872,0.0955882041542155
"Ccdc15",2.63611016207185,-1.34152546147414,0.665472678799082,-2.0158986299709,0.0438105769170691,0.0956229412727886
"Srrt",39.5528148303142,-0.354020992663151,0.175676933222474,-2.0151819944103,0.0438855834162521,0.0957728258269789
"Bnip1",1.88177586884119,2.43913208596153,1.21051509042481,2.01495388637043,0.0439094810304017,0.0957973191999686
"Dhx30",45.658389141912,-0.369274140904356,0.18326352921453,-2.01498979358888,0.0439057185017849,0.0957973191999686
"BC046251",2.88607907681884,-1.56361142450794,0.776032089382922,-2.0148798560009,0.0439172391428024,0.0958004190651867
"Pcdhga8",1.82011324747034,2.05510683093997,1.02000154384981,2.01480756899969,0.0439248156733126,0.0958031219929975
"Gm12017",6.03314246994451,-1.20718267611149,0.599381914275833,-2.01404588186482,0.0440047165713658,0.0959635459332569
"Pgm2",3.03233791983305,1.53627860721776,0.762967184493271,2.01355790713081,0.0440559695262413,0.0960614584347598
"L3mbtl4",0.750964270366312,3.5460265724207,1.76234975365289,2.01210149408238,0.0442092392225904,0.0963817521384336
"Tradd",1.26553497116293,2.20391938505131,1.09569849451382,2.01142868780634,0.0442801957039927,0.096522526093332
"Rcor1",20.9376398139159,-0.57962052039781,0.288257266638722,-2.01077505228779,0.0443492223925648,0.0966590534758365
"Taf7",5.52175875420857,-0.951764814393368,0.473490028866321,-2.01010529550576,0.0444200457244191,0.0967994567127062
"Slc35b4",22.1214832062884,0.511549324898129,0.254511323179889,2.00992756827783,0.0444388554785245,0.0968264886521843
"Zfp729b",5.49572743289155,-1.0645733708194,0.529683000119202,-2.00983110762442,0.0444490672013858,0.0968347815079045
"Yju2",2.84056539753102,-1.39379295921735,0.694005904890492,-2.00833011563105,0.0446082236986715,0.0971675097482446
"Gm13027",0.80912333240265,-3.62345829249616,1.80446156082829,-2.00805512910617,0.0446374337229823,0.0972171280205047
"Dazap1",15.180138131405,-0.569235834463001,0.283754724564388,-2.00608407608675,0.0448472785102688,0.0976600848803995
"Recql5",10.0458238015195,-0.766910056999571,0.382432796745182,-2.00534594189256,0.0449260765413572,0.0978175859247726
"Klf11",5.56552030574441,1.22021867483867,0.608535985254955,2.00517094207246,0.0449447754074925,0.0978442064854643
"Arpc5l",4.12706396123946,1.28277013540109,0.63988052742526,2.00470256621604,0.0449948540222841,0.0979391228588724
"Tmco3",6.7996090285115,0.931853389251913,0.464865856671943,2.00456406052967,0.0450096720224744,0.0979572720938303
"Zswim7",1.42434741578915,2.04035935713076,1.01809725243612,2.00409081966242,0.0450603326445492,0.0980534113412479
"Higd1a",9.01831584188997,0.829684754539003,0.41406004903806,2.00377881533492,0.0450937591225727,0.0981120260011415
"Zfand3",14.8538410751361,0.60301387218839,0.301038241394953,2.00311385488482,0.0451650692002555,0.0982530365664502
"Gusb",2.06314643337053,1.78170453699132,0.889790948215534,2.00238554973447,0.0452432814007382,0.0984090194151021
"4930525G20Rik",0.820883258489304,-3.03146807600829,1.51419352468379,-2.00203476411072,0.0452809927535565,0.0984768763423268
"Abhd5",4.56558199503098,-1.14994801841326,0.574485162686519,-2.00170185951479,0.0453168063010181,0.0985256493630264
"Ctdnep1",17.7724104448049,-0.717887791835742,0.358654055655758,-2.00161626646928,0.0453260181738925,0.0985256493630264
"Pradc1",4.06405789140603,-1.16936920827134,0.584209022475792,-2.0016281215852,0.0453247421837734,0.0985256493630264
"Txnrd2",4.13023866034713,1.33439368178188,0.666668833511884,2.00158401698869,0.0453294894039723,0.0985256493630264
"Usp3",7.0288401023178,-0.96623225847599,0.482973906256826,-2.00058894685335,0.045436705720096,0.0987444911401223
"Akap7",10.5020797655752,0.713605973346522,0.356770469607442,2.0001822856351,0.0454805839288194,0.0988256414046231
"Pym1",6.65180273949464,0.961190701889099,0.480742983074707,1.99938581680709,0.0455666253303235,0.0989983723941507
"Slc12a9",5.81232368614725,1.14478564389605,0.572938385286195,1.99809556017827,0.0457063010013908,0.0992749920096775
"Zfp607b",2.34880448497641,-1.57711138387664,0.78931012888373,-1.99808836370446,0.0457070810602206,0.0992749920096775
"Cdkl3",7.9638659299605,-0.808452858585839,0.404746021495597,-1.99743250248263,0.0457782199771148,0.099415220714559
"Gm12470",2.08453463671522,-1.91157313000535,0.957294498132501,-1.9968495940742,0.0458415242340108,0.0995383972774406
"Eif3b",25.3104610708087,0.475344778009032,0.238069513130173,1.9966637968849,0.0458617174296852,0.0995679423214923
"Phf5a",4.10151923016645,-1.3558544698488,0.679137463540269,-1.99643598334404,0.0458864873595755,0.0996074137585732
