Th_1,39,30,22,30,27,42,37
Th_2,45,39,46,40,44,51,36,26
Th_3,33,46,42,37,23,36
Th_4,38,42,34,40,40,57,45
Th_5,26,33,28,31
Th_1,227
Th_2,327
Th_3,217
Th_4,296
Th_5,118
