"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Mrps25",2.30976378588242,-0.194165429776964,0.97162154435914,-0.199836480473507,0.841608469444751,0.929482038478291
"Necab1",16.7015021313268,0.0994385015624462,0.497937314191745,0.1997008433157,0.841714554189194,0.929482038478291
"Pigx",2.996794858881,-0.16659242450369,0.834199692910931,-0.199703291573229,0.841712639328743,0.929482038478291
"Gad1",83.6088307724587,0.0611340604815115,0.306338799462714,0.199563557044469,0.841821931666939,0.929525825593624
"5730405O15Rik",1.72420273929801,-0.201757804462924,1.01306172757308,-0.19915647681831,0.842140343849305,0.929653037829302
"Fam20b",22.8874515491686,0.0628576410701275,0.315528471021158,0.199213848647949,0.842095466881677,0.929653037829302
"Gap43",15.79530722757,-0.12705290989352,0.637492549383741,-0.199301011464904,0.842027288010215,0.929653037829302
"Gm12416",1.04965793191866,-0.301487695364279,1.51682859730574,-0.198761874545216,0.842449020601026,0.929918996923683
"Atad5",5.9913023163624,0.106318908083957,0.535314333173343,0.198610239807514,0.842567642979717,0.929975142733946
"Hectd1",98.1763785140699,0.0289137868101061,0.145742483165153,0.198389557952992,0.842740286627813,0.930090900125984
"Kcnh8",2.24262157789538,0.263275855635528,1.33303254568252,0.197501446223678,0.843435149806689,0.930724963575826
"Nufip1",3.66557416611782,0.144851301816264,0.73349144767409,0.197481923307475,0.843450426007732,0.930724963575826
"D3Ertd751e",5.83653269991002,-0.12602355510219,0.63873340718976,-0.197302276166604,0.843590998234187,0.930805245659958
"Rbfox1",68.7900246406141,-0.105608441680152,0.536191449162988,-0.19696032423682,0.843858586222068,0.930950815521091
"Rcor3",19.808416563711,-0.0635439743316676,0.322569566415352,-0.196993085980858,0.843832948360394,0.930950815521091
"Coq10b",4.55027421434538,-0.150932434393893,0.767789698881538,-0.196580436822428,0.844155881034571,0.931054280552835
"Mgat4c",5.84248630247858,0.154698845681889,0.786942384553147,0.196582175161061,0.844154520583396,0.931054280552835
"Ndufs6",5.53881301763035,-0.133419509666043,0.678371164497798,-0.196676269052229,0.844080881916922,0.931054280552835
"Cep63",2.26657998879261,0.173622298769187,0.883751355206573,0.196460574285177,0.844249688463775,0.931082922793516
"E130307A14Rik",5.65600771207124,0.112029338666039,0.570504589722112,0.19636886483351,0.844321464073545,0.931087264535546
"Alkbh1",5.08507584923412,0.113312669689508,0.577456675024356,0.196227136321055,0.844432389211122,0.93113477479896
"Alkbh6",17.6403691455071,-0.0696813385426897,0.35578360279293,-0.195853147800195,0.844725109608182,0.931382722475281
"Borcs7",8.86359841465952,-0.0899046513822543,0.459751290871208,-0.195550623059457,0.844961911073597,0.931568979796379
"Fbxl6",4.73368596080036,-0.122396544257205,0.626899723869887,-0.195241024356566,0.845204264192501,0.931611670899621
"Gm38236",0.840603087177354,-0.287276112698504,1.47108277472822,-0.195282085844271,0.845172120515702,0.931611670899621
"Mbip",3.0594190132658,-0.156957549722888,0.803280640693595,-0.195395658467958,0.845083215149945,0.931611670899621
"Ube2w",17.0167739537287,-0.0627899067211991,0.321820656913066,-0.195108379068907,0.84530810308837,0.931651306101973
"Dnajc19",5.37633860195744,0.115705395532964,0.593627502951331,0.194912457656885,0.845461481436721,0.931670721213889
"Slc25a53",4.54873364488627,-0.14030640119057,0.719724666620055,-0.194944549906107,0.845436357409947,0.931670721213889
"Gtf3a",1.18806238852639,-0.265676230520362,1.36441348139611,-0.194718268430267,0.845613509512311,0.931763440755978
"Atp6ap2",27.4763925251642,0.0633524151105652,0.326348180684136,0.194125228391827,0.846077827966405,0.932142371515604
"Gm28438",2.30446800307449,-0.197621840071766,1.01817446601413,-0.194094280173222,0.846102060226066,0.932142371515604
"Gm37204",0.955340467124382,0.247639423526162,1.27641813114474,0.194011207991905,0.846167105938934,0.932142371515604
"Nbeal2",2.08565781462448,0.20707798311562,1.06778614049956,0.193932076154069,0.846229067328556,0.932142371515604
"Extl1",0.757364687250633,0.337821013167781,1.7454490169848,0.193543901815795,0.846533027294355,0.932402359330312
"Gm42943",1.25163162282421,0.225498624405716,1.16751611743624,0.193143906998809,0.846846267177785,0.932672525839761
"Kif18a",0.905624033011669,0.277551058340886,1.43858647933916,0.19293317595226,0.847011302473727,0.932779437250413
"Ccnd2",6.0612527333402,-0.171857190229174,0.892713121442402,-0.192511105865114,0.847341869391101,0.933068610188773
"Slc20a2",9.80415738111493,0.0829789755337153,0.431494133286373,0.192306150032042,0.84750240128089,0.933095656792894
"Tecpr1",70.3204446329819,-0.0321214979883493,0.166968766234714,-0.192380279933284,0.847444338220537,0.933095656792894
"Gm26981",1.97255171410402,0.16847307824145,0.876602194279995,0.192188748032769,0.847594359381284,0.933122048809507
"Ilvbl",3.40956614275486,-0.144336967125438,0.752064625374631,-0.191920962980461,0.847804116592706,0.933278111985474
"Smad5",27.032364641285,-0.0518806456896198,0.270662346674271,-0.191680321725931,0.847992621144846,0.933410756693641
"Aldh4a1",2.22478904159897,-0.199582218110527,1.04259886668069,-0.191427618510592,0.848190583704728,0.9335537900038
"Gabarap",36.3670068121033,0.045104168843237,0.235970014506971,0.191143645676661,0.848413053674685,0.933723772086043
"Adat2",1.05870413953526,-0.285851532973395,1.49949054458143,-0.190632434466726,0.848813577136631,0.933865640771192
"Cystm1",7.76696408420508,0.11419578477319,0.598836459865705,0.190696112255422,0.848763684769373,0.933865640771192
"Leng9",5.0736146808085,0.122947333299699,0.645240762314285,0.190544894991946,0.848882166430703,0.933865640771192
"St13",66.1216595583383,-0.0355702702313162,0.186643666034615,-0.190578501735598,0.848855834599543,0.933865640771192
"Tubb4b",30.3708303924745,-0.0577409082922667,0.302565305563089,-0.190837836429422,0.848652644229435,0.933865640771192
"Gm9212",2.41343497054818,-0.176135486531867,0.924863636169159,-0.190444817639745,0.848960580856331,0.933877051555113
"Clcn5",16.7320794770764,0.0864011957543378,0.45521688253264,0.189802265842244,0.849464080287504,0.933906961065843
"Dpp3",23.7590791333499,0.0563833349951014,0.296847517962752,0.189940395601274,0.849355837513515,0.933906961065843
"Hdac4",33.3350671387118,0.0486985827894055,0.255948433916321,0.190267164538802,0.849099782523147,0.933906961065843
"Kctd2",6.18318862943657,0.109493154197672,0.576343915279955,0.189978849944979,0.849325703999404,0.933906961065843
"N4bp1",31.5983577990757,0.0507271408896321,0.267241800527976,0.189817389305914,0.849452228932762,0.933906961065843
"Pts",3.72351804327768,0.124464207261794,0.655546547585312,0.18986326405082,0.849416279844657,0.933906961065843
"Rasgef1b",27.6447924261874,-0.053208308115962,0.280040121886128,-0.190002445926652,0.84930721387352,0.933906961065843
"Utp23",1.94816369077506,0.198928445053888,1.05251792463118,0.189002429696003,0.850090912490804,0.934521247411798
"Hyal3",0.974129269408654,-0.262674865823028,1.39086299639653,-0.188857469429822,0.850204528118222,0.934571291720535
"Alkbh7",4.3969276974115,-0.124473179433349,0.660461450861616,-0.188463958450512,0.850512966219108,0.934835465793005
"Micos13",2.99838733813707,-0.168390760886796,0.894779245827321,-0.188192519743907,0.850725736105705,0.934949880787563
"Tgs1",11.9943390229119,0.093340591958859,0.496077297132448,0.188157354707442,0.850753301359262,0.934949880787563
"Tor1b",3.75106284389985,0.13017029725821,0.693461590584602,0.187710897078632,0.851103287487831,0.935259617355523
"Smarcb1",44.7329807368359,0.0401295409447907,0.213896506056152,0.187611951614842,0.851180856581423,0.935269974908336
"Ufd1",19.1846790199977,0.0671927007899788,0.358633775704546,0.187357425156002,0.851380401264217,0.935414345769403
"Tuft1",1.51013723356424,0.229158610330101,1.22658123990451,0.18682709540539,0.851796201882819,0.935796275581661
"Gm38235",1.41409643681943,0.235255843046108,1.26014548494472,0.186689430590967,0.851904143572595,0.935839952820063
"Adam1a",0.759471696208034,0.280119596722715,1.50195745868687,0.186503016515274,0.852050313522242,0.935897639286731
"Elf1",3.94469364634174,-0.124766985610433,0.66917654233712,-0.186448534455019,0.852093034646775,0.935897639286731
"Cox6b2",2.681632357655,0.212064177862437,1.14011584978994,0.186002306609024,0.852442952482815,0.936132142969006
"Pycrl",8.2806827979298,-0.0989632491814316,0.531837465401544,-0.186077994912812,0.852383598049305,0.936132142969006
"Ddx3y",11.0330923839833,0.0756554328361172,0.407367163901627,0.185718043917714,0.852665877489447,0.936152241304108
"Naaladl2",0.989006009263631,0.292104838625069,1.57138449232614,0.185890111587306,0.852530936860543,0.936152241304108
"Polb",11.0785954658947,-0.0786308423515315,0.423311365685006,-0.185751786334134,0.852639415334122,0.936152241304108
"Cs",78.9943429560613,-0.0321107691874925,0.17304932772332,-0.1855584740487,0.85279102082206,0.936214746503181
"Zfp94",1.82585304981256,-0.214116738540691,1.1545118082704,-0.185460847612692,0.852867586587258,0.936223916332889
"Itpkc",3.55277492127281,-0.138792057648319,0.749817609134736,-0.185101091195338,0.853149745746814,0.936458754028713
"Sfrp1",2.41637883672383,-0.238287211310164,1.28949976626506,-0.184790426135823,0.853393417374179,0.936501531419253
"Wdr45",1.67076042702283,0.214210292917032,1.15820558321647,0.184950147038789,0.85326813777028,0.936501531419253
"Zfp706",27.6593939201871,-0.0549409337395974,0.297298527957699,-0.184800557597832,0.853385470492636,0.936501531419253
"Dhx40",8.10473423353001,0.0985338340232439,0.535271486412049,0.184081978070084,0.853949144295873,0.936578780137361
"Epas1",157.5194701171,-0.0273943669370346,0.148957403142116,-0.183907388012789,0.854086108871538,0.936578780137361
"Gm8365",1.65831491376118,-0.186288620118245,1.01516264757999,-0.18350618057346,0.854400869722814,0.936578780137361
"Gpbp1",18.827913169484,-0.0556294963529871,0.303186314640485,-0.183482873951458,0.854419155271395,0.936578780137361
"H2-K1",5.25995759766342,0.111654651093043,0.607412631674797,0.183820100654117,0.85415458679156,0.936578780137361
"Nap1l1",33.3916411544226,-0.0487322542980132,0.264339421076052,-0.184354849910913,0.853735087224146,0.936578780137361
